,article_date,article_title,article_content,article_url
60,2019-01-25,Announcing winners of NI Photo Contest 2018,9,http://blogs.nature.com/indigenus/2019/01/announcing-the-winners-of-ni-photo-contest-2018.html
61,2019-01-23,The story behind the story: VTE,6,http://blogs.nature.com/futureconditional/2019/01/23/the-story-behind-the-story-vte/
62,2019-01-15,Interactions: Myfanwy Evans,0,http://blogs.nature.com/onyourwavelength/2019/01/15/interactions-myfanwy-evans/
63,2019-01-13,NI Photo Contest 2018: Finalist #10,9,http://blogs.nature.com/indigenus/2019/01/ni-photo-contest-2018-finalist-10.html
64,2019-01-12,NI Photo Contest 2018: Finalist #9,9,http://blogs.nature.com/indigenus/2019/01/ni-photo-contest-2018-finalist-9.html
65,2019-01-11,NI Photo Contest 2018: Finalist #8,9,http://blogs.nature.com/indigenus/2019/01/ni-photo-contest-2018-finalist-8.html
66,2019-01-10,NI Photo Contest 2018: Finalist #7,9,http://blogs.nature.com/indigenus/2019/01/ni-photo-contest-2018-finalist-7.html
67,2019-01-09,The rise of open source in quantum physics research,2,http://blogs.nature.com/onyourwavelength/2019/01/09/the-rise-of-open-source-in-quantum-physics-research/
68,2019-01-09,NI Photo Contest 2018: Finalist #6,9,http://blogs.nature.com/indigenus/2019/01/ni-photo-contest-2018-finalist-6.html
69,2019-01-08,NI Photo Contest 2018: Finalist #5,9,http://blogs.nature.com/indigenus/2019/01/ni-photo-contest-2018-finalist-5.html
70,2019-01-07,NI Photo Contest 2018: Finalist #4,9,http://blogs.nature.com/indigenus/2019/01/ni-photo-contest-2018-finalist-4.html
71,2019-01-06,NI Photo Contest 2018: Finalist #3,9,http://blogs.nature.com/indigenus/2019/01/ni-photo-contest-2018-finalist-3.html
72,2019-01-05,NI Photo Contest 2018: Finalist #2,9,http://blogs.nature.com/indigenus/2019/01/ni-photo-contest-2018-finalist-2.html
73,2019-01-04,NI Photo Contest 2018: Finalist #1,9,http://blogs.nature.com/indigenus/2019/01/ni-photo-contest-2018-finalist-1.html
74,2019-01-02,The story behind the story: Cold memories,6,http://blogs.nature.com/futureconditional/2019/01/02/the-story-behind-the-story-cold-memories/
75,2018-12-24,Nature India’s most read in 2018,9,http://blogs.nature.com/indigenus/2018/12/nature-indias-most-read-in-2018.html
76,2018-12-21,Interactions: Conversation with Martijn van Calmthout,0,http://blogs.nature.com/onyourwavelength/2018/12/21/interactions-conversation-with-martijn-van-calmthout/
77,2018-12-19,Behind the paper: A bridge between theory and experiment,3,http://blogs.nature.com/onyourwavelength/2018/12/19/behind-the-paper-a-bridge-between-theory-and-experiment/
78,2018-12-19,The story behind the story: Solstice,6,http://blogs.nature.com/futureconditional/2018/12/19/the-story-behind-the-story-solstice/
79,2018-12-17,Interactions: Anastasiia Novikova,0,http://blogs.nature.com/onyourwavelength/2018/12/17/interactions-anastasiia-novikova/
80,2018-12-14,Interactions: Zoe Budrikis,0,http://blogs.nature.com/onyourwavelength/2018/12/14/interactions-zoe-budrikis/
81,2018-12-13,SciArt scribbles: Bringing art and science together for greater good,5,http://blogs.nature.com/indigenus/2018/12/sciart-scribbles-bringing-art-and-science-together-for-greater-good.html
82,2018-12-11,"The Great Pacific Garbage Patch, beer supplies and more: the most popular science stories of 2018",1,http://blogs.nature.com/ofschemesandmemes/2018/12/11/the-great-pacific-garbage-patch-beer-supplies-and-more-the-most-popular-science-stories-of-2018
83,2018-12-11,Interactions: Giulia Pacchioni,0,http://blogs.nature.com/onyourwavelength/2018/12/11/interactions-giulia-pacchioni/
84,2018-12-11,Call for submissions: Reproducible data processing,8,http://blogs.nature.com/scientificdata/2018/12/11/call-for-submissions-reproducible-data-processing/
85,2018-12-06,Interactions: Iulia Georgescu,0,http://blogs.nature.com/onyourwavelength/2018/12/06/interactions-iulia-georgescu/
86,2018-12-05,The story behind the story: A beginner’s guide to space travel and seafood,5,http://blogs.nature.com/futureconditional/2018/12/05/the-story-behind-the-story-a-beginners-guide-to-space-travel-and-seafood/
87,2018-12-04,Interactions: Andrea Taroni,3,http://blogs.nature.com/onyourwavelength/2018/12/04/interactions-andrea-taroni/
88,2018-11-30,SciArt scribbles: The mellifluous gene editor,5,http://blogs.nature.com/indigenus/2018/11/sciart-scribbles-the-melifluous-gene-editor.html
89,2018-11-23,Writing a postdoctoral fellowship grant,5,http://blogs.nature.com/indigenus/2018/11/writing-a-postdoctoral-fellowship.html
90,2018-11-21,The story behind the story: How it f﻿eels t﻿o b﻿e s﻿wallowed b﻿y a b﻿lack hole,9,http://blogs.nature.com/futureconditional/2018/11/21/the-story-behind-the-story-how-it-f%ef%bb%bfeels-t%ef%bb%bfo-b%ef%bb%bfe-s%ef%bb%bfwallowed-b%ef%bb%bfy-a-b%ef%bb%bflack-hole/
91,2018-11-20,Call for submissions: Multiomics data,5,http://blogs.nature.com/scientificdata/2018/11/20/call-for-submissions-multiomics-data/
92,2018-11-19,So you want to be a better writer?,4,http://blogs.nature.com/houseofwisdom/2018/11/so-you-want-to-be-a-better-writer.html
93,2018-11-14,How I wrote a graphic biography of physics Nobel laureate Maria Goeppert-Mayer,5,http://blogs.nature.com/onyourwavelength/2018/11/14/how-i-wrote-a-graphic-biography-of-physics-nobel-laureate-maria-goeppert-mayer/
94,2018-11-14,The story behind the story: Say it with mastodons,6,http://blogs.nature.com/futureconditional/2018/11/14/the-story-behind-the-story-say-it-with-mastodons/
95,2018-11-09,What is physics? Challenges and opportunities when working at the interface with other disciplines.,1,http://blogs.nature.com/onyourwavelength/2018/11/09/what-is-physics-challenges-and-opportunities-when-working-at-the-interface-with-other-disciplines/
96,2018-11-07,Metamaterial multiverse,3,http://blogs.nature.com/onyourwavelength/2018/11/07/metamaterial-multiverse/
97,2018-11-07,The story behind the story: Remembrance,6,http://blogs.nature.com/futureconditional/2018/11/07/the-story-behind-the-story-remembrance/
98,2018-11-01,Towards minimal reporting standards for life scientists,8,http://blogs.nature.com/ofschemesandmemes/2018/11/01/towards-minimal-reporting-standards-life-scientists
99,2018-10-31,The story behind the story: Contagion in tranquil shades of grey,9,http://blogs.nature.com/futureconditional/2018/10/31/the-story-behind-the-story-contagion-in-tranquil-shades-of-grey/
100,2018-10-31,Nature India Photo Contest 2018 is now open,6,http://blogs.nature.com/indigenus/2018/10/nature-india-photo-contest-2018-is-now-open.html
101,2018-10-31,Interactions: Beatriz Roldán Cuenya,3,http://blogs.nature.com/onyourwavelength/2018/10/31/interactions-beatriz-roldan-cuenya/
102,2018-10-30,SciArt scribbles: The molecule painter,5,http://blogs.nature.com/indigenus/2018/10/sciart-scribbles-the-molecule-painter.html
103,2018-10-29,Interactions: Gaia Donati,3,http://blogs.nature.com/onyourwavelength/2018/10/29/interactions-gaia-donati/
104,2018-10-25,Interactions: Cosima Schuster,0,http://blogs.nature.com/onyourwavelength/2018/10/25/interactions-cosima-schuster/
105,2018-10-24,The story behind the story: Totality,6,http://blogs.nature.com/futureconditional/2018/10/24/the-story-behind-the-story-totality/
106,2018-10-24,Science without borders: The Bhabha legacy,9,http://blogs.nature.com/indigenus/2018/10/science-without-borders-the-bhabha-legacy.html
107,2018-10-22,Publishing tips: How not to fall for a predatory journal,0,http://blogs.nature.com/indigenus/2018/10/publishing-tips-how-not-to-fall-for-a-predatory-journal.html
108,2018-10-22,Interactions: Alba Diz-Muñoz,3,http://blogs.nature.com/onyourwavelength/2018/10/22/interactions-alba-diz-munoz/
109,2018-10-19,Interactions: Zala Lenarcic,8,http://blogs.nature.com/onyourwavelength/2018/10/19/interactions-zala-lenarcic/
110,2018-10-18,Science without borders: A view from Tata Institute of Fundamental Research,9,http://blogs.nature.com/onyourwavelength/2018/10/18/science-without-borders-a-view-from-tata-institute-of-fundamental-research/
111,2018-10-17,The story behind the story: Ferromagnetism,6,http://blogs.nature.com/futureconditional/2018/10/17/the-story-behind-the-story-ferromagnetism/
112,2018-10-15,Interactions: Abigail Klopper,0,http://blogs.nature.com/onyourwavelength/2018/10/15/interactions-abigail-klopper/
113,2018-10-12,Interactions: Magdalena Skipper,0,http://blogs.nature.com/onyourwavelength/2018/10/12/interactions-magdalena-skipper/
114,2018-10-10,The story behind the story: Mobile hack,2,http://blogs.nature.com/futureconditional/2018/10/10/the-story-behind-the-story-mobile-hack/
115,2018-10-09,Interactions: Niccolo Somaschi,3,http://blogs.nature.com/onyourwavelength/2018/10/09/interactions-niccolo-somaschi/
116,2018-10-03,The story behind the story: Cerise sky memories,6,http://blogs.nature.com/futureconditional/2018/10/03/the-story-behind-the-story-cerise-sky-memories/
117,2018-10-01,Interactions: Damian Wozniak,3,http://blogs.nature.com/onyourwavelength/2018/10/01/interactions-damian-wozniak/
118,2018-09-26,The story behind the story: Last contact,9,http://blogs.nature.com/futureconditional/2018/09/26/the-story-behind-the-story-last-contact/
119,2018-09-25,Careers in science: Research management,5,http://blogs.nature.com/indigenus/2018/09/careers-in-science-research-management.html
120,2018-09-23,Away from home: Using science for societal good,1,http://blogs.nature.com/indigenus/2018/09/away-from-home-using-science-for-societal-good.html
121,2018-09-20,SciArt scribbles: Coupling creation and analysis with collages,5,http://blogs.nature.com/indigenus/2018/09/sciart-scribbles-coupling-creation-and-analysis-with-collages.html
122,2018-09-19,Supporting early career researchers through travel grants,0,http://blogs.nature.com/ofschemesandmemes/2018/09/19/supporting-early-career-researchers-through-travel-grants
123,2018-09-19,The story behind the story: The 133rd Live Podcast of the Gourmando Resistance,9,http://blogs.nature.com/futureconditional/2018/09/19/the-story-behind-the-story-the-133rd-live-podcast-of-the-gourmando-resistance/
124,2018-09-18,Biotech leaders call for free press,7,http://blogs.nature.com/tradesecrets/2018/09/18/biotech-leaders-call-for-free-press
125,2018-09-18,Nature Research journals improve accessibility of data availability statements,5,http://blogs.nature.com/ofschemesandmemes/2018/09/18/nature-research-journals-improve-accessibility-of-data-availability-statements
126,2018-08-15,The story behind the story: The preprint,6,http://blogs.nature.com/futureconditional/2018/08/15/the-story-behind-the-story-the-preprint/
127,2018-08-15,10 things to remember for when you have graduate students,5,http://blogs.nature.com/onyourwavelength/2018/08/15/10-things-to-remember-for-when-you-have-graduate-students/
128,2018-08-13,Interactions: William Hamlyn,0,http://blogs.nature.com/onyourwavelength/2018/08/13/interactions-william-hamlyn/
129,2018-08-09,Interactions: Jeanne Colbois,0,http://blogs.nature.com/onyourwavelength/2018/08/09/interactions-jeanne-colbois/
130,2018-08-08,The story behind the story: Home Cygnus,6,http://blogs.nature.com/futureconditional/2018/08/08/the-story-behind-the-story-home-cygnus/
131,2018-08-07,Interactions: Max McGinley,0,http://blogs.nature.com/onyourwavelength/2018/08/07/interactions-max-mcginley/
132,2018-08-07,SciArt scribbles: Music to tackle PhD blues,5,http://blogs.nature.com/indigenus/2018/08/sciart-scribbles-music-to-tackle-phd-blues.html
133,2018-08-03,New checklist for ‘complementary’ Data Descriptors,5,http://blogs.nature.com/scientificdata/2018/08/03/new-checklist-for-complementary-data-descriptors/
134,2018-08-01,Nature Research journals trial new tools to enhance code peer review and publication,8,http://blogs.nature.com/ofschemesandmemes/2018/08/01/nature-research-journals-trial-new-tools-to-enhance-code-peer-review-and-publication
135,2018-08-01,Announcement: The Naturejobs blog is moving house,5,http://blogs.nature.com/naturejobs/2018/08/01/announcement-some-of-the-naturejobs-blog-is-moving-house/
136,2018-08-01,Interactions: Amanda Lewis,0,http://blogs.nature.com/onyourwavelength/2018/08/01/interactions-amanda-lewis/
137,2018-08-01,The story behind the story: The tail of Danny Whiskers,5,http://blogs.nature.com/futureconditional/2018/08/01/the-story-behind-the-story-the-tail-of-danny-whiskers/
138,2018-07-30,How to track the “lost generation” of scientists,5,http://blogs.nature.com/naturejobs/2018/07/30/how-to-track-the-lost-generation-of-scientists/
139,2018-07-30,Interactions: Conversation with Anil Ananthaswamy,6,http://blogs.nature.com/onyourwavelength/2018/07/30/interactions-conversation-with-anil-ananthaswamy/
140,2018-07-25,The story behind the story: Surrogate,6,http://blogs.nature.com/futureconditional/2018/07/25/the-story-behind-the-story-surrogate/
141,2018-07-24,"TechBlog: PacBios are hackable, too",3,http://blogs.nature.com/naturejobs/2018/07/24/techblog-pacbios-are-hackable-too/
142,2018-07-23,SciArt scribbles: Playing science out,5,http://blogs.nature.com/indigenus/2018/07/sciart-scribbles-playing-science-out.html
143,2018-07-20,The perfect pitch,3,http://blogs.nature.com/onyourwavelength/2018/07/20/the-perfect-pitch/
144,2018-07-18,Heuristics for better figures,4,http://blogs.nature.com/onyourwavelength/2018/07/18/heuristics-for-better-figures/
145,2018-07-18,The story behind the story: Papa Bear,6,http://blogs.nature.com/futureconditional/2018/07/18/the-story-behind-the-story-papa-bear/
146,2018-07-17,Writing an academic CV in English: 7 tips,0,http://blogs.nature.com/naturejobs/2018/07/17/writing-an-academic-cv-in-english-7-tips/
147,2018-07-17,Writing an academic CV in English: 7 tips,0,http://blogs.nature.com/naturejobs/2018/07/17/writing-an-academic-cv-in-english-7-tips/
148,2018-07-17,Beyond Einstein with neutrinos,7,http://blogs.nature.com/onyourwavelength/2018/07/17/beyond-einstein-with-neutrinos/
149,2018-07-13,Being rocket woman,8,http://blogs.nature.com/indigenus/2018/07/being-rocket-woman.html
150,2018-07-13,University drops test scores from graduate-admissions criteria,5,http://blogs.nature.com/naturejobs/2018/07/13/university-drops-test-scores-from-graduate-admissions-criteria/
151,2018-07-12,"Speak up if you experience intolerance, racism in your lab",5,http://blogs.nature.com/indigenus/2018/07/speak-up-if-you-experience-intolerance-racism-in-your-lab.html
152,2018-07-11,The story behind the story: Your face,9,http://blogs.nature.com/futureconditional/2018/07/11/the-story-behind-the-story-your-face/
153,2018-07-09,Done is better than perfect: overcoming PhD perfectionism,5,http://blogs.nature.com/naturejobs/2018/07/09/done-is-better-than-perfect-overcoming-phd-perfectionism/
154,2018-07-06,Why scientists should communicate hope whilst avoiding hype,5,http://blogs.nature.com/naturejobs/2018/07/06/why-scientists-should-communicate-hope-whilst-avoiding-hype/
155,2018-07-05,Breaking the curse on science,5,http://blogs.nature.com/indigenus/2018/07/breaking-the-curse-on-science.html
156,2018-07-04,The story behind the story: Ded-Mek,2,http://blogs.nature.com/futureconditional/2018/07/04/the-story-behind-the-story-ded-mek/
157,2018-07-04,The story behind the story: Ded-Mek,2,http://blogs.nature.com/futureconditional/2018/07/04/the-story-behind-the-story-ded-mek/
158,2018-07-02,How advances in active noise cancellation unlocked a new form of waves,3,http://blogs.nature.com/onyourwavelength/2018/07/02/how-advances-in-active-noise-cancellation-unlocked-a-new-form-of-waves/
159,2018-07-02,Cuddly Koala Genomics,5,http://blogs.nature.com/freeassociation/2018/07/cuddly-koala-genomics.html
160,2018-07-02,Lowering the stakes on exams could help close the gender gap in STEM classes,5,http://blogs.nature.com/naturejobs/2018/07/02/lowering-the-stakes-on-exams-could-help-close-the-gender-gap-in-stem-classes/
161,2018-06-29,Away from home: Blending in to stand out,1,http://blogs.nature.com/indigenus/2018/06/away-from-home-blending-in-to-stand-out.html
162,2018-06-28,Frequency scanning optoelectronic oscillator,7,http://blogs.nature.com/onyourwavelength/2018/06/28/frequency-scanning-optoelectronic-oscillator/
163,2018-06-27,The story behind the story: Traumahead,6,http://blogs.nature.com/futureconditional/2018/06/27/the-story-behind-the-story-traumahead/
164,2018-06-27,How could universities and funders improve the situation for postdoctoral scientists?,5,http://blogs.nature.com/naturejobs/2018/06/27/how-could-universities-and-funders-improve-the-situation-for-postdoctoral-scientists/
165,2018-06-26,Why a career-planning tool may not help as much as it’s meant to,5,http://blogs.nature.com/naturejobs/2018/06/26/why-a-career-planning-tool-may-not-help-as-much-as-its-meant-to/
166,2018-06-22,A multidisciplinary forum for machine intelligence,8,http://blogs.nature.com/ofschemesandmemes/2018/06/22/a-multidisciplinary-forum-for-machine-intelligence
167,2018-06-22,A multidisciplinary forum for machine intelligence,8,http://blogs.nature.com/ofschemesandmemes/2018/06/22/a-multidisciplinary-forum-for-machine-intelligence
168,2018-06-22,A new approach for DNA synthesis,7,http://blogs.nature.com/tradesecrets/2018/06/22/a-new-approach-for-dna-synthesis
169,2018-06-20,Want to find investors for your research idea? Change the way you pitch,3,http://blogs.nature.com/naturejobs/2018/06/20/want-to-find-investors-for-your-research-idea-change-the-way-you-pitch/
170,2018-06-20,The story behind the story: Going back for Hitler,6,http://blogs.nature.com/futureconditional/2018/06/20/the-story-behind-the-story-going-back-for-hitler/
171,2018-06-19,"Frugal innovation: India, France can lead the way",4,http://blogs.nature.com/indigenus/2018/06/frugal-innovation-india-france-can-lead-the-way.html
172,2018-06-18,Hunting connections between cell types and cytokines,5,http://blogs.nature.com/tradesecrets/2018/06/18/hunting-connections-between-cell-types-and-cytokines
173,2018-06-15,The million-dollar question every scientist should be asking,5,http://blogs.nature.com/naturejobs/2018/06/15/the-million-dollar-question-every-scientist-should-be-asking/
174,2018-06-14,Will the EU deregulate gene-edited plants?,4,http://blogs.nature.com/tradesecrets/2018/06/14/will-the-eu-deregulate-gene-edited-plants
175,2018-06-13,"How to mentor undergraduates as a postgraduate, and why it’s important",5,http://blogs.nature.com/naturejobs/2018/06/13/how-to-mentor-undergrads-and-why-its-important/
176,2018-06-13,Built on instability ,0,http://blogs.nature.com/onyourwavelength/2018/06/13/built-on-instability/
177,2018-06-11,TechBlog: Git: The reproducibility tool scientists love to hate,3,http://blogs.nature.com/naturejobs/2018/06/11/git-the-reproducibility-tool-scientists-love-to-hate/
178,2018-06-11,TechBlog: Git: The reproducibility tool scientists love to hate,3,http://blogs.nature.com/naturejobs/2018/06/11/git-the-reproducibility-tool-scientists-love-to-hate/
179,2018-06-11,Resubmitting your study to a new journal could become easier,8,http://blogs.nature.com/naturejobs/2018/06/11/resubmitting-your-study-to-a-new-journal-could-become-easier/
180,2018-06-06,How product management could be a route out of academia for PhDs and postdocs,5,http://blogs.nature.com/naturejobs/2018/06/06/how-product-management-could-be-a-route-out-of-academia-for-phds-and-postdocs/
181,2018-06-06,The story behind the story: Mirror,5,http://blogs.nature.com/futureconditional/2018/06/06/the-story-behind-the-story-mirror/
182,2018-06-05,"Women in science: patriarchy, leaky pipelines, and the “two body problem”",5,http://blogs.nature.com/naturejobs/2018/06/05/women-in-science-patriarchy-leaky-pipelines-and-the-two-body-problem/
183,2018-06-04,Nature India Photo Story: Aqua Tales,9,http://blogs.nature.com/indigenus/2018/06/nature-india-photo-story-aqua-tales.html
184,2018-06-01,DIY science: open source and low-cost instruments,3,http://blogs.nature.com/onyourwavelength/2018/06/01/diy-science-open-source-and-low-cost-instruments/
185,2018-06-01,Why learning to mentor and teach is more important for US faculty members than publishing papers,5,http://blogs.nature.com/naturejobs/2018/06/01/why-learning-to-mentor-and-teach-is-more-important-for-us-phd-students-than-publishing-papers/
186,2018-05-31,Universities struggle to offer crucial mental-health support to PhD students,5,http://blogs.nature.com/naturejobs/2018/05/31/the-struggle-to-offer-mental-health-services-to-phd-students/
